page,asset,path,alt
src/pages/works/six-feet.astro,MaskGang,SixFeet/img/6ft_MaskGang.png,Animal heads on human bodies wearing face masks and walking in a line.
src/pages/works/six-feet.astro,HotMask,SixFeet/img/6ft_YourMaskisHot.png,A person in a store reaches down to get something. On the floor under them is a sticker that says Your mask is hot. Thank you for keeping us safe.
src/pages/works/six-feet.astro,SixFeetApart,SixFeet/img/6ft_SixFeetApart.png,A person standing in front of a floor sticker on the floor that says Six Feet Apart.
src/pages/works/six-feet.astro,Together,SixFeet/img/6ft_TogetherAtHeart.png,A person standing in front of a floor sticker that says Together at heart. 6 feet apart, Thank you
src/pages/works/six-feet.astro,RainbowSticker,SixFeet/6ft_RainbowStickers.gif,A circle of stickers that are all different colors. They all say Wait here. Stay six feet apart. Repeat
src/pages/works/six-feet.astro,Store,SixFeet/img/6ft_Store.png,The interior of a cafe. Stickers on the floor are visible, distanced out to represent where customers should stand to respect social distancing.
src/pages/works/six-feet.astro,Pile,SixFeet/img/6ft_SocialDistancingPile.png,A pile of stickers that all promote social distancing and wearing masks.
src/pages/works/six-feet.astro,Floor,SixFeet/img/6ft_SocialDistancingClubFloor.png,Only the shoes are visible of a person in front of a sticker that says Social distancing club. 2020-202X?
src/pages/works/six-feet.astro,Wedding,SixFeet/img/6ft_Wedding.png,The shoes and legs of a couple at their wedding in front of a floor sticker that says Together at heart. 6 feet apart Thank you
src/pages/works/six-feet.astro,Windows,SixFeet/img/6ft_Windows.png,A storefront. Stickers on the ground outside promote social distancing and a sticker on the window of the store promotes mask wearing.
src/pages/works/six-feet.astro,FunFacts,SixFeet/6ft_FunFacts.gif,A looped animation of floor sticker designs. This series of stickers all include a fun fact, intended to give the person viewing them something to think about as they stand in line, six feet apart.
src/pages/works/six-feet.astro,Backpack,SixFeet/img/6ft_Backpack.png,A person holding a backpack next to a floor sticker with a fun fact on it.
src/pages/works/six-feet.astro,Slider1,SixFeet/Ticker/1.png,Way to wait. Thank you for social distancing.
src/pages/works/six-feet.astro,Slider2,SixFeet/Ticker/2.png,So close. Thank you for wearing a mask.
src/pages/works/six-feet.astro,Slider3,SixFeet/Ticker/3.png,You have arrived. Thank you for taking care of each other.
src/pages/works/six-feet.astro,Slider4,SixFeet/Ticker/4.png,Your mask is hot. Thank you for keeping us safe.
src/pages/works/six-feet.astro,Slider5,SixFeet/Ticker/5.png,Almost there. Thank you for standing 6 feet apart.
src/pages/works/six-feet.astro,Slider6,SixFeet/Ticker/6.png,Please wait here. Thank you for social distancing.
src/pages/works/six-feet.astro,Slider7,SixFeet/Ticker/7.png,Role model. Thank you for wearing a mask.
src/pages/works/six-feet.astro,Slider8,SixFeet/Ticker/8.png,Stand back to stand up. Thank you for taking care of each other.
src/pages/works/six-feet.astro,Slider9,SixFeet/Ticker/9.png,You're gonna make it. Thank you for standing 6 feet apart.
src/pages/works/six-feet.astro,Slider10,SixFeet/Ticker/10.png,Never give up. Thank you for keeping us safe.
src/pages/works/say-more.astro,Hero,SayMore/img/01_SM_Hero_16x9.png,A group of women around a table. One of them is picking a card from Say More's collection of conversation cards.
src/pages/works/say-more.astro,HeroMobile,SayMore/img/01_SM_Hero_Mobile.png,A group of women around a table. One of them is picking a card from Say More's collection of conversation cards.
src/pages/works/say-more.astro,BoxBgDesktop,SayMore/img/02_SM_BG_D.png,Closeup of a woman in brightly colored, flower covered clothing. She is from the same group of people as before, conversing over the deck of cards.
src/pages/works/say-more.astro,BoxBgMobile,SayMore/img/02_SM_BG_M_4x5.png,Closeup of a woman in brightly colored, flower covered clothing. She is from the same group of people as before, conversing over the deck of cards.
src/pages/works/say-more.astro,BoxImage,SayMore/img/02_SM_Layer_Box.png,The box design for Say More's deck of cards. The front of the box says Say More. Conversation cards and journaling prompts for your midlife awakening and beyond
src/pages/works/say-more.astro,HoldingOne,SayMore/img/03_SM_3x4.png,A woman holding one of the cards to her chest. The card asks, What brings you peace?
src/pages/works/say-more.astro,HoldingDeck,SayMore/img/04_SM_3x4.png,A woman taking out a deck of cards from a box.
src/pages/works/say-more.astro,WritingHand,SayMore/img/05_SM_3x4.png,A woman writing down her answer to the question prompted by one of the cards from the collection.
src/pages/works/say-more.astro,WrittenMessage,SayMore/img/06_SM_Writing.svg,The response to a conversation card. The past 24 hours has been really dense mentally and emotionally. My work - consulting and Black Girl's Guide to Surviving Menopause required a lot of my brain (Problem-solving and creatively)
src/pages/works/say-more.astro,SelectBgDesktop,SayMore/img/07_SM_BG_Image_D.png,A hand reaching out to take a card from the deck.
src/pages/works/say-more.astro,SelectBgMobile,SayMore/img/07_SM_BG_Image_M.png,A deck of cards being held.
src/pages/works/say-more.astro,SelectCard,SayMore/img/07_SM_Layer_Card.png,A conversation card. It asks, What is a song that makes you feel good the instant you hear it?
src/pages/works/say-more.astro,PairABack,SayMore/img/08_SM_Card.png,The back of a conversation card. It has a brightly colored design and features the illustration of a woman sitting cross legged.
src/pages/works/say-more.astro,PairAFace,SayMore/img/09_SM_Card.png,The front of a conversation card. It prompts, Describe the best sexual experience you've ever had in only one word. Give no further context or explanation. Let people wonder.
src/pages/works/say-more.astro,PairBFace,SayMore/img/10_SM_Card.png,The front of a conversation card. It prompts, Close your eyes and imagine yourself as a young child. What qualities do you see in your younger self? How does this compare to how you see yourself today?
src/pages/works/say-more.astro,PairBBack,SayMore/img/11_SM_Card.png,The back of a conversation card. It is an illustration of clouds in the sky with a woman in a brightly colored dress sitting on one of them.
src/pages/works/say-more.astro,PairCBack,SayMore/img/12_SM_Card.png,The back of a conversation card. It is an illustration a woman laying on a crescent moon with her hair flowing down and expanding.
src/pages/works/say-more.astro,PairCFace,SayMore/img/13_SM_Card.png,The front of a conversation card. It prompts, Who has mothered you in your life? How do you mother yourself and others?
src/pages/works/say-more.astro,PairDFace,SayMore/img/14_SM_Card.png,The front of a conversation card. It prompts, Name someone older than you that you aspire to be like. Why do you admire them?
src/pages/works/say-more.astro,PairDBack,SayMore/img/15_SM_Card.png,The back of a conversation card. It is an illustration of a woman in a yoga tree pose, covered in vines as if at peace with the nature around her.
src/pages/works/say-more.astro,PhoneSiteBgDesktop,SayMore/img/16_SM_BG_Image_D.png,A woman holding up her journal that she wrote in response to Say More's journaling prompts.
src/pages/works/say-more.astro,PhoneSiteBgMobile,SayMore/img/16_SM_BG_Image_M.png,A woman holding up her journal that she wrote in response to Say More's journaling prompts.
src/pages/works/say-more.astro,PhoneSite,SayMore/img/16_SM_Layer_Phone.png,A screenshot of the Kindra mobile app. The focus is on an article titled Why it's important to say more about menopause
src/pages/works/say-more.astro,BookSpreadBgDesktop,SayMore/img/17_SM_BG_Image_D.png,A woman holding up the journaling prompt booklet. It says How to say more on the cover.
src/pages/works/say-more.astro,BookSpreadBgMobile,SayMore/img/17_SM_BG_Image_M.png,A woman holding up the journaling prompt booklet. It says How to say more on the cover.
src/pages/works/say-more.astro,BookSpread,SayMore/img/17_SM_Layer_Booklet.png,The booklet that comes with the Say More conversation cards. It offers guidelines for how to best interact with the cards.
src/pages/works/say-more.astro,BookletReading,SayMore/img/18_SM_Image.png,A woman reading the Say More conversation card booklet.
src/pages/works/say-more.astro,BookletPage,SayMore/img/19_SM_Booklet.png,A page from the booklet. It offers advice on how to use the cards in both 1 on 1 and group settings.
src/pages/works/say-more.astro,PressClipBgDesktop,SayMore/img/20_SM_BG_Image_D.png,A woman holding up the box of conversation cards. One of the cards is shown. It says What are 3 ideas you would share with someone who's curious about how to have more fun in their sex life - with or without a partner?
src/pages/works/say-more.astro,PressClipBgMobile,SayMore/img/20_SM_BG_Image_M.png,A woman holding up the box of conversation cards. One of the cards is shown. It says What are 3 ideas you would share with someone who's curious about how to have more fun in their sex life - with or without a partner?
src/pages/works/say-more.astro,PressClipWindow,SayMore/img/20_SM_Layer_web_D.png,A screenshot of an article written about the Say More conversation cards. It is titled This unique card game was designed to spark deep conversations between women.
src/pages/works/say-more.astro,PressClipPhone,SayMore/img/20_SM_Layer_web_M.png,A screenshot of an article written about the Say More conversation cards. It is titled A gorgeous card game designed to get people talking more openly about menopause? Deal me in.
src/pages/works/say-more.astro,SocialBgDesktop,SayMore/img/21_SM_BG_D.png,One of the card back designs previously mentioned. It is an illustration of clouds in the sky with a woman in a brightly colored dress sitting on one of them.
src/pages/works/say-more.astro,SocialBgMobile,SayMore/img/21_SM_BG_M.png,One of the card back designs previously mentioned. It is an illustration of clouds in the sky with a woman in a brightly colored dress sitting on one of them.
src/pages/works/say-more.astro,SocialDeck,SayMore/img/21_SM_Layer_social1.png,A screenshot of the Kindra instagram page promoting the Say More Conversation cards.
src/pages/works/say-more.astro,SocialPodcast,SayMore/img/21_SM_Layer_social2.png,A screenshot of the Kindra instagram page discussing the collaboration between Kindra and Omisade Burney-Scott that led to the creation of the Say More conversation cards.
src/pages/works/week-and.astro,Hero,Week+/img/Hero_Week+_D.png,Illustration of people in colorful clothing doing various activities around the logo for Week and
src/pages/works/week-and.astro,HeroMobile,Week+/img/Hero_Week+_M.png,Illustration of people in colorful clothing doing various activities around the logo for Week and
src/pages/works/week-and.astro,LogoA,Week+/img/02_Week+.png,Week and logo next to flowering tree branches.
src/pages/works/week-and.astro,LogoB,Week+/img/04_week+.png,Set it to away and let's go play.
src/pages/works/week-and.astro,Palette,Week+/img/05_week+.png,Color palette for week and
src/pages/works/week-and.astro,Typography,Week+/img/07_PP_Type_D.png,Typography choices for the brand
src/pages/works/week-and.astro,TypographyMobile,Week+/img/07_PP_Type_M.png,Typography choices for the brand
src/pages/works/week-and.astro,LogoActivities,Week+/img/08_active-ampersands.png,Ampersand symbols as upper bodies of people doing activities.
src/pages/works/week-and.astro,TextureSwatches,Week+/img/09_week+.png,Texture choices for week and digital assets.
src/pages/works/week-and.astro,TextureA,Week+/img/10_Week+.png,Week and logo on top of a textured illustration of fork and plate.
src/pages/works/week-and.astro,TextureB,Week+/img/11_week+.png,Week and instagram post for a week and and target collaboration
src/pages/works/week-and.astro,WeAre,Week+/img/12_we-are.png,Week and company values
src/pages/works/week-and.astro,PairA1,Week+/img/13_Week+.png,Tell me, what is it you plan to do with your one wild and precious life? -Mary Oliver
src/pages/works/week-and.astro,PairA2,Week+/img/14_week+.png,Week and instagram post ... and yes I said yes I will yes. -James Joyce
src/pages/works/week-and.astro,PairB1,Week+/img/15_week+.png,... and yes I said yes I will yes. -James Joyce
src/pages/works/week-and.astro,PairB2,Week+/img/16_week+.png,Tell me, what is it you plan to do with your one wild and precious life? -Mary Oliver
src/pages/works/week-and.astro,PairC1,Week+/img/17.png,Person at a picnic table holding a baguette to their ear with a speech bubble saying Hello?
src/pages/works/week-and.astro,PairC2,Week+/img/18.png,Person and their dog. Meet Carol and Hank!
src/pages/works/week-and.astro,TrioA1,Week+/img/19a.png,Food being pulled apart.
src/pages/works/week-and.astro,TrioA2,Week+/img/19b.png,Two people having a picnic.
src/pages/works/week-and.astro,TrioA3,Week+/img/19c.png,People at a camp site. Let's pitch a tent.
src/pages/works/week-and.astro,FeedYourFreeTime,Week+/img/20_feed-your-free-time.png,Person riding their bike in a grassy field. Week and Feed your free time.
src/pages/works/week-and.astro,TrioB1,Week+/img/21a.png,Person tending to a plant. I thought I couldn't grow a plant until I found this plant shared here. Link to an article about easy to care for plants.
src/pages/works/week-and.astro,TrioB2,Week+/img/21b.png,Instagram post advertising a hotel.
src/pages/works/week-and.astro,TrioB3,Week+/img/21c.png,Instagram post. choose your next and. Watch edition
src/pages/works/week-and.astro,TrioC1,Week+/img/22a.png,A person showing off their cooking for a recipe video.
src/pages/works/week-and.astro,TrioC2,Week+/img/22b.png,A screenshot of what spices to add from a recipe.
src/pages/works/week-and.astro,TrioC3,Week+/img/22c.png,A screenshot from a cooking recipe video.
src/pages/works/week-and.astro,BlueA,Week+/img/23a.png,Two screenshots from the week and product.
src/pages/works/week-and.astro,BlueB,Week+/img/23b.png,Three screenshots from the week and product featuring a curator, food recipe, and hiking.
src/pages/works/week-and.astro,BlueC,Week+/img/23c.png,Screenshots from the week and product featuring air b and b listings and a bar recommendation for the area.
src/pages/works/week-and.astro,Newsletter,Week+/img/36_Week+.png,Mockups for the week and mobile application.
src/pages/works/week-and.astro,CuttingRoomB,Week+/img/37b.png,Newsletter mockup.
src/pages/works/week-and.astro,CuttingRoomC,Week+/img/37c.png,Newsletter mockup.
src/pages/works/week-and.astro,CuttingRoomE,Week+/img/40_Week+.png,Logo design variation.
src/pages/works/week-and.astro,CuttingRoomF,Week+/img/41_Week+.png,Logo design variation.
src/pages/works/week-and.astro,TrioD1,Week+/img/42_Week+.png,Logo design variation.
src/pages/works/week-and.astro,TrioD2,Week+/img/43_Week+.png,Logo design variation.
src/pages/works/week-and.astro,TrioD3,Week+/img/44_Week+.png,Logo design variation.
src/pages/works/week-and.astro,PairD1,Week+/img/45_Week+.png,Newsletter design variation.
src/pages/works/week-and.astro,PairD2,Week+/img/46_Week+.png,Newsletter design variation.
src/pages/works/week-and.astro,NamingA,Week+/img/naming/46_Week+_1.png,Wording and tone options.
src/pages/works/week-and.astro,NamingB,Week+/img/naming/46_Week+_2.png,Wording and tone options.
src/pages/works/week-and.astro,NamingC,Week+/img/naming/46_Week+_3.png,Wording and tone options.
src/pages/works/week-and.astro,NamingD,Week+/img/naming/46_Week+_4.png,Wording and tone options.
src/pages/works/week-and.astro,NamingE,Week+/img/naming/46_Week+_5.png,Wording and tone options.
src/pages/works/bluprint.astro,Header,Bluprint/img/Bluprint_Header.png,An assortment of arts and crafts tools and supplies.
src/pages/works/bluprint.astro,HeaderMobile,Bluprint/img/Bluprint_Header_Mobile.png,An assortment of arts and crafts tools and supplies.
src/pages/works/bluprint.astro,CrochetBox,Bluprint/img/Bluprint_CrochetBox.png,A bluprint brand shipping box.
src/pages/works/bluprint.astro,Quilt,Bluprint/img/Bluprint_Quilt.jpg,A person holding up a large quilt in front of them.
src/pages/works/bluprint.astro,LifeStyle1,Bluprint/img/Bluprint_Lifestyle_1.jpg,A person sitting on a couch knitting.
src/pages/works/bluprint.astro,Paint,Bluprint/img/Bluprint_Paint.jpg,Paint splattered onto brushes and small canvases featuring various shades of pink.
src/pages/works/bluprint.astro,Colors,Bluprint/img/Bluprint_BrandColors.jpg,The brand's color palette.
src/pages/works/bluprint.astro,Ad1,Bluprint/img/Bluprint_Ad_1.jpg,An ad featuring a person holding a quilt around them. The text reads My style is Fresh.Bright.Fun. And made by me.
src/pages/works/bluprint.astro,MultiCat,Bluprint/img/Bluprint_MultiCat.jpg,An assortment of arts and crafts tools and supplies laid out around a framed painting.
src/pages/works/bluprint.astro,Fox1,Bluprint/img/Bluprint_Fox.jpg,Two children wearing knitted fox hats.
src/pages/works/bluprint.astro,HomePage,Bluprint/img/Bluprint_Homepage.png,Screenshot of the Bluprint website home page.
src/pages/works/bluprint.astro,Jump1,Bluprint/img/Bluprint_Jump1.jpg,A smiling woman holding a bolt of fabric mid jump.
src/pages/works/bluprint.astro,Jump2,Bluprint/img/Bluprint_Jump2.jpg,A smiling woman holding multiple bolts of fabric.
src/pages/works/bluprint.astro,Fox2,Bluprint/img/Bluprint_Fox2.jpg,A child wearing a knitted fox hat.
src/pages/works/bluprint.astro,Ad3,Bluprint/img/Bluprint_Ad_3.png,An ad featuring a knitted hat and yarn with the words Your next project is waiting. Bluprint.com
src/pages/works/bluprint.astro,LifeStyle2,Bluprint/img/Bluprint_Lifestyle_2.jpg,A person decorating a cake with icing in the shape of leaves.
src/pages/works/bluprint.astro,Patches,Bluprint/img/Bluprint_Patches.png,Various icon patches for the bluprint brand.
src/pages/works/bluprint.astro,Tree,Bluprint/img/Bluprint_Tree.png,A pink christmas tree with colorful ornaments.
src/pages/works/bluprint.astro,Ad4,Bluprint/img/Bluprint_Ad_4.jpg,An ad featuring a person following along with a DIY video from the Bluprint mobile app.
src/pages/works/bluprint.astro,Ad5,Bluprint/img/Bluprint_Ad_5.jpg,An ad featuring a woman putting a quilt onto a couch with the words There's a maker in you. Online classes and supplies to feed your inner maker.
src/pages/works/bluprint.astro,Embroidery,Bluprint/img/Bluprint_Box_Embroidery.jpg,A starter emroidery kit and bluprint tote bag.
src/pages/works/bluprint.astro,Boxes,Bluprint/img/Bluprint_Boxes.png,Rows of Bluprint branded shipping boxes.
src/pages/works/bluprint.astro,Collateral,Bluprint/img/Bluprint_Box_Collateral.jpg,A blueprint tote bag and a beginner's drawing guide.
src/pages/works/bluprint.astro,Grid1,Bluprint/img/Bluprint_Grid_1.jpg,Cultural Context. People are seeking out opportunities to immerse themselves in the activities that make them feel most alive.
src/pages/works/bluprint.astro,Grid2,Bluprint/img/Bluprint_Grid_2.jpg,Bluprint brand introduction.
src/pages/works/bluprint.astro,Grid3,Bluprint/img/Bluprint_Grid_3.jpg,Bluprint brand description.
src/pages/works/bluprint.astro,Grid4,Bluprint/img/Bluprint_Grid_4.jpg,Bluprint ad with paintbrushes, yarn, and dumplings. What do you want to do today?
src/pages/works/bluprint.astro,Grid5,Bluprint/img/Bluprint_Grid_5.jpg,Bluprint ad with a woman painting on a canvas. What do you want to paint today?
src/pages/works/bluprint.astro,Grid6,Bluprint/img/Bluprint_Grid_6.jpg,Bluprint ad with something in the process of being knitted. What do you want to knit today?
src/pages/works/bluprint.astro,Grid7,Bluprint/img/Bluprint_Grid_7.jpg,Bluprint ad. Do anything
src/pages/works/bluprint.astro,Grid8,Bluprint/img/Bluprint_Grid_8.jpg,Bluprint ad. Learn anything
src/pages/works/bluprint.astro,Grid9,Bluprint/img/Bluprint_Grid_9.jpg,Bluprint ad. Do anything
src/pages/works/bluprint.astro,Grid10,Bluprint/img/Bluprint_Grid_10.jpg,Screenshots of the Bluprint mobile app and desktop website.
src/pages/works/curve-report.astro,Hero,CurveReport/img/hero.jpg,The three Curve Report magazine covers: American Man, American Woman, and Young Americans.
src/pages/works/curve-report.astro,HeroMobile,CurveReport/img/hero-mobile.png,The three Curve Report magazine covers: American Man, American Woman, and Young Americans.
src/pages/works/curve-report.astro,StoryTop,CurveReport/img/story-header.jpg,The cover for the American Woman edition. A woman sitting on a desk with a laptop on her lap. She is looking down at a child on the floor pulling at her dress.
src/pages/works/curve-report.astro,StoryA,CurveReport/img/story-1.jpg,The American Man edition opened with various pages shown.
src/pages/works/curve-report.astro,StoryB,CurveReport/img/story-2.jpg,A mom and dad lay in bed as a child jumps onto the dad.
src/pages/works/curve-report.astro,StoryC,CurveReport/img/story-3.jpg,The American Man edition opened to a page.
src/pages/works/curve-report.astro,StoryD,CurveReport/img/story-4.jpg,The Young Americans edition opened to a page.
src/pages/works/curve-report.astro,StoryE,CurveReport/img/story-5.jpg,A page from one of the editions featuring gift ideas.
src/pages/works/curve-report.astro,StoryF,CurveReport/img/story-6.jpg,A page from one of the editions featuring gift ideas.
src/pages/works/curve-report.astro,StoryG,CurveReport/img/story-7.jpg,The American Man edition opened up to its Table of Contents page.
src/pages/works/curve-report.astro,StoryH,CurveReport/img/story-8.jpeg,One of the articles featured in the American Woman edition.
src/pages/works/curve-report.astro,StoryBottom,CurveReport/img/story-footer.jpg,A page from one of the magainzes.
src/pages/works/curve-report.astro,WelcomeA,CurveReport/img/welcome-1.jpg,Five women pose for a photo.
src/pages/works/curve-report.astro,WelcomeB,CurveReport/img/welcome-2.jpg,An open magazine.
src/pages/works/curve-report.astro,WelcomeC,CurveReport/img/welcome-3.png,A page from the magazine featuring a group of women posing for a photo.
src/pages/works/curve-report.astro,WelcomeD,CurveReport/img/welcome-4.jpg,The back of a magazine.
src/pages/works/curve-report.astro,CultureTop,CurveReport/img/culture-header.jpg,The front of the curve report CultureFirst edition focused on exploring Latinx culture across America.
src/pages/works/curve-report.astro,CultureA,CurveReport/img/culture-1.jpg,Two pages shown from the CultureFirst edition.
src/pages/works/curve-report.astro,CultureB,CurveReport/img/culture-2.jpg,Two pages shown from the CultureFirst edition.
src/pages/works/curve-report.astro,CultureC,CurveReport/img/culture-3.jpg,Two pages shown from the CultureFirst edition.
src/pages/works/curve-report.astro,CultureD,CurveReport/img/culture-4.jpg,Two pages shown from the CultureFirst edition.
src/pages/works/curve-report.astro,CultureBottom,CurveReport/img/culture-footer.jpg,Two pages shown from the CultureFirst edition.
src/pages/works/wizehire.astro,Gif,Wizehire/Comp1-ezgif.com-video-to-gif-converter copy.gif,
src/pages/works/wizehire.astro,TypeKitDesktop,Wizehire/img/02_Wizehire_type_desktop (1).svg,Font choices made for Wizehire.
src/pages/works/wizehire.astro,TypeKitMobile,Wizehire/img/02_Wizehire_type_mobile (1).svg,Font choices made for Wizehire.
src/pages/works/wizehire.astro,Img,Wizehire/img/03_Wizehire_color-palette.png,
src/pages/works/wizehire.astro,ColorPalette,Wizehire/img/03_Wizehire_color-palette.svg,The brand's color palette.
src/pages/works/wizehire.astro,Img,Wizehire/img/04_Wizehire_layered color.png,
src/pages/works/wizehire.astro,PalettesLayer,Wizehire/img/04_Wizehire_layered color.svg,Primary: Periwize, Accent: Periwize Pop + Lively 400
src/pages/works/wizehire.astro,Img,Wizehire/img/06_Wizehire_graphic.png,
src/pages/works/wizehire.astro,WeAre,Wizehire/img/08_wizehire_we are.png,A Wizehire graphic using the three colors mentioned in the previous image: Primary: Periwize, Accent: Periwize Pop + Lively 400
src/pages/works/wizehire.astro,Img,Wizehire/img/15_Wizehire_ad_1080x1080.png,
src/pages/works/wizehire.astro,AdGridFooter,Wizehire/img/17_Wizehire_ad_1920x1080.png,The shape of a person sitting at a desk with the words Someone better at math than you belongs here.
src/pages/works/wizehire.astro,SitePhoneScreenA,Wizehire/img/20_Wizehire_Site-Screen.png,Wizehire form for requesting your personal data as part of GDPR/CCPA compliance.
src/pages/works/wizehire.astro,SitePhoneScreenC,Wizehire/img/22_Wizehire_Site-Screen-M.png,Tap into Wizehire's people-first team building system.
src/pages/works/wizehire.astro,NotFound,Wizehire/img/23_Wizehire_404.png,Custom 404 page designed for Wizehire.
src/pages/works/wizehire.astro,IconsA,Wizehire/img/24_Wizehire_iconagraphy-graphics.png,Different icons and graphics designed for Wizehire's platform.
src/pages/works/wizehire.astro,Img,Wizehire/img/25_Wizehire_iconagraphy-icons.png,
src/pages/works/wizehire.astro,IconsB,Wizehire/img/25_Wizehire_iconagraphy-icons.svg,Icons designed for Wizehire's platform: Most Popular, Podcasts, Streamline, Economic, Job Post, Disc+, Goals
src/pages/works/wizehire.astro,Img,Wizehire/img/29_Wizehire_DISC-graphics-cards.png,
src/pages/works/wizehire.astro,DiscCards,Wizehire/img/29_Wizehire_DISC-graphics-cards.svg,Graphics designed for Wizehire's DISC+ profiles and applicant insights.
src/pages/works/wizehire.astro,Img,Wizehire/img/30_Wizehire_DISC-graphics-piechart.png,
src/pages/works/wizehire.astro,DiscChart,Wizehire/img/30_Wizehire_DISC-graphics-piechart@2x.svg,A piechart reflecting an applicant's DISC+ profile.
src/pages/works/wizehire.astro,Img,Wizehire/img/31_Wizehire_DISC-colors-1.png,
src/pages/works/wizehire.astro,DiscColorsA,Wizehire/img/31_Wizehire_DISC-colors-1.svg,Colors used for Wizehire's DISC+ profiles.
src/pages/works/wizehire.astro,Img,Wizehire/img/32_Wizehire_DISC-colors-2.png,
src/pages/works/wizehire.astro,DiscColorsB,Wizehire/img/32_Wizehire_DISC-colors-2.svg,Colors used for Wizehire's DISC+ profiles.
src/pages/works/wizehire.astro,TestimonialPhoto,Wizehire/img/33_Wizehire_social-testimonial (1).png,Screenshot of Wizehire's instagram featuring a person in an apron.
src/pages/works/wizehire.astro,TestimonialBackground,Wizehire/img/33_Wizehire_social-testimonial-bg-desktop.png,
src/pages/works/wizehire.astro,TestimonialBackgroundMobile,Wizehire/img/33_Wizehire_social-testimonial-bg-m.png,
src/pages/works/wizehire.astro,TestimonialText,Wizehire/img/34_Wizehire_social-testimonial_2.png,I am so glad I found Wizehire! With Wizehire, I reduced my workload by 50%. The platform allowed us to easily create adn update a job ad, and organize all the resumes in one place.
src/pages/works/wizehire.astro,SocialA,Wizehire/img/35_Wizehire_social-1.png,Wizehire instagram post featuring a bar graph showing 40% of employers offer learning opportunities and 82% of employees desire life-long learning.
src/pages/works/wizehire.astro,SocialB,Wizehire/img/36_Wizehire_social-2.png,Wizehire instagram post: 82% of employees consider leaving for more empathetic companies.
src/pages/works/wizehire.astro,SocialC,Wizehire/img/37_Wizehire_social-3.png,Mockup design for an Instagram post for a Live QA chat. Placeholder text. Two side profile cutouts of people facing each other
src/pages/works/wizehire.astro,SocialD,Wizehire/img/38_Wizehire_social-4.png,Implementation of the QA chat mockup with details filled in.
src/pages/works/wizehire.astro,SocialE,Wizehire/img/39_Wizehire_social-5.png,Instagram post. Meet Brice Dillman, Fire Ecologists.
src/pages/works/wizehire.astro,SocialF,Wizehire/img/40_Wizehire_social-6.png,Wizehire instagram post: 82% of employees consider leaving for more empathetic companies.
src/pages/works/wizehire.astro,SpeechBubbles,Wizehire/img/41_Wizehire_graphic-extra.png,Two speech bubbles facing each other. In each bubble can be the subject of discussion or the person talking.
src/pages/works/wizehire.astro,Email,Wizehire/img/42_Wizehire_email.png,Mockup of an email layout designed for Wizehire.
src/pages/works/wizehire.astro,Interior,Wizehire/img/46_Wizehire_event (1).png,Wizehire event design.
src/pages/works/wizehire.astro,Event,Wizehire/img/43_Wizehire_event.png,Portraits of 4 people.
src/pages/works/wizehire.astro,BrandGuideA,Wizehire/img/brand-guide/01_Wizehire_Brand-guide-glimpse.png,Living values manifesto, Wizehire knows that entrepreneurship is not an easy path, after all, it's our path too.
src/pages/works/wizehire.astro,BrandGuideB,Wizehire/img/brand-guide/02_Wizehire_Brand-guide-glimpse.png,A study on changing wording on the Wizehire platform to affect tone.
src/pages/works/wizehire.astro,BrandGuideC,Wizehire/img/brand-guide/03_Wizehire_Brand-guide-glimpse.png,Logo color combinations.
src/pages/works/wizehire.astro,BrandGuideD,Wizehire/img/brand-guide/04_Wizehire_Brand-guide-glimpse.png,Logo safe zones.
src/pages/works/wizehire.astro,BrandGuideE,Wizehire/img/brand-guide/05_Wizehire_Brand-guide-glimpse.png,Logo co-branding with other company logos.
src/pages/works/wizehire.astro,BrandGuideF,Wizehire/img/brand-guide/06_Wizehire_Brand-guide-glimpse.png,Secondary and tertiary colors.
src/pages/works/wizehire.astro,BrandGuideG,Wizehire/img/brand-guide/07_Wizehire_Brand-guide-glimpse.png,Multiple color pairings.
src/pages/works/wizehire.astro,BrandGuideH,Wizehire/img/brand-guide/08_Wizehire_Brand-guide-glimpse.png,Color pairing examples.
src/pages/works/wizehire.astro,BrandGuideI,Wizehire/img/brand-guide/09_Wizehire_Brand-guide-glimpse.png,Accessibility of font colors.
src/pages/works/wizehire.astro,BrandGuideJ,Wizehire/img/brand-guide/10_Wizehire_Brand-guide-glimpse.png,Typography design.
src/pages/works/wizehire.astro,BrandGuideK,Wizehire/img/brand-guide/11_Wizehire_Brand-guide-glimpse.png,Typography scale.
src/pages/works/wizehire.astro,BrandGuideL,Wizehire/img/brand-guide/12_Wizehire_Brand-guide-glimpse.png,Background colors: Rosewood.
src/pages/works/wizehire.astro,BrandGuideM,Wizehire/img/brand-guide/13_Wizehire_Brand-guide-glimpse.png,Additional colors used in product.
src/pages/works/wizehire.astro,BrandGuideN,Wizehire/img/brand-guide/14_Wizehire_Brand-guide-glimpse.png,Iconography design.
src/pages/works/wizehire.astro,BrandGuideO,Wizehire/img/brand-guide/15_Wizehire_Brand-guide-glimpse.png,Approximate examples of headshots and portraits
src/pages/works/wizehire.astro,BrandGuideP,Wizehire/img/brand-guide/16_Wizehire_Brand-guide-glimpse.png,Social media avatar.
src/pages/works/wizehire.astro,BrandGuideQ,Wizehire/img/brand-guide/17_Wizehire_Brand-guide-glimpse.png,Social media Quote color combination examples
